Question,Answer,Category,polarity
能去除身上角质吗,不可以的但是很清爽洗的比较干净,功能,-1
好用吗？,可以,效果,1
吹干后摸起来顺滑吗？之前用别的牌子的无硅油洗发水洗完感觉摸起来涩涩的不顺滑,挺顺滑的,效果,1
可以去黑头吗，清洁能力怎么样,不可以去黑头，清洁能力还可以，不错,清洁力,0
味道怎么样？,非常的好闻,味道,1
请问这个好冲洗吗？洗完有没有假滑的感觉？,我感觉洗完涩涩的感觉,易冲洗,0
用过亲，这洗发水咋样,可以,效果,1
效果怎么样？,还凑合，我主要是脱发严重，这个可以稍微缓减,效果,0
9岁儿童能用吗,买儿童沐浴露咯,适用性,0
我看网上评论说这牌子的沐浴露太香了，真的很香吗？,味道比较淡，洗完没啥味道,味道,0
适合夏天吗？,什么时候都适合,适用性,1
有没有谁家孩子用完身上起疙瘩的？,我家孩子用了起好多疹子,不良反应,-1
味道真的很重吗？,我觉得挺香的,味道,1
防脱吕有效果吗？,防脱效果一般，洗完后，没几天头又油了。,效果,0
这款效果好么？？？,还是可以的,效果,0
留香久吗？,冲完基本没啥味了。,效果,-1
为啥我油痘肌不能用,可以用,适用性,1
你们买到的洗面奶会有颗粒感吗,小样没有，正装一拆开就有。坐标江浙，没那么冷。,质地,-1
头皮屑多，又容易发痒可以使用吗,可以,适用性,1
有用完这个头发变稀的吗？,暂时还没发现哦，我家用了差不多一个多月,不良反应,0
亲们，是正品吗,应该是吧自营的,认证产品,0
起泡多不,泡泡挺多的，洗完挺舒服的。,质地,1
这是洗护合一吗,只是洗,功能,-1
这个能不能洗掉防晒，因为每天就涂一个防晒,可以基本晚上防晒也掉光了,清洁力,1
男性，头油很大，这款洗发水效果怎么样，能顶多久,惨啊，看评论大部分效果不错，可是我还是要一天一洗，不然还是油,效果,-1
这个可以美白吗？,里面虽然有烟酰胺，但含量比较少，洁面在脸上停留时间也短，美白效果基本没有,功能,-1
不是敏感肌可以用吗？,不是敏感肌也可以用啊,适用性,1
红石榴洗完澡会很干起皮嘛？,不会干啊,不良反应,1
能加速长头发吗?,洗了清爽能看到长就成了超人了,功能,0
香味怎么样啊,挺好闻，挺香，个人比较喜欢,味道,1
味道会不会很大,不会,味道,0
我女儿十岁，请问一下能不能用这个产品,可以的。,适用性,1
男生用会不会太香？,买了全家都用,味道,1
雄脱可以用吗？,可以，但效果不太明显，洗发水只是辅助,适用性,1
头皮屑特别多，这一款去屑效果真的好吗,是真的,效果,1
看到说排浊，那可以当洗面奶用吗,不可以吧,功能,-1
这个可以除螨吗,我觉得不行,功能,-1
请问持久留香吗？,洗了很清爽，香味也还可以,效果,0
什么味道？留香怎么样？,一般洗发水的味道。。刚洗完会有一点。。一个晚上就没了感觉,味道,0
是正品吗？味道好闻吗？,应该是正品，气味很好,认证产品,0
去屑如何？适合全家用吗？,很好，没有问题。,效果,1
对螨虫过敏者有效果吗？,真的蛮好用的，而且温和不刺激,效果,1
这款止痒效果怎么样，谢谢,不错的,效果,1
用后会不会发痒？,宝宝不会但是我居然过敏了;,不良反应,-1
牛油果的味道怎么样？好不好闻？,挺好用的味道特别清淡,味道,1
你们有没有觉得这个气味很难闻？,没味道啊,味道,0
中国人不骗中国人，洗完脸会紧绷吗？,还行有一点点,不良反应,0
有生发效果吗？,我才用了半个月，目前没看出来,效果,0
洗了头屑多吗？,油头，没有头皮屑洗完依旧没有，但是头皮会有一点痒，清洁能力还是ok的,不良反应,0
有没有假滑。冲不掉的感觉,很好冲,易冲洗,1
中性肤质可以用吗,可以,适用性,1
请问这款护发素好用吗？,挺好用的，用完头发特顺，吹干之后挺蓬的,效果,1
洗过后会很滑那种吗,滑滑的,易冲洗,-1
十岁小孩可以用吗？,小孩还是给他买个青蛙王子等等洗头沐浴露一体的,适用性,0
可以去屑吗,可以的,功能,1
亲你们买的洗面奶有颗粒？,没有呀很细腻,质地,1
洗完有头皮屑吗,没有,不良反应,1
香味是好闻的吗,还行,味道,0
除螨味道好吗,还可以吧,味道,0
油性肌肤用着怎么样,可以,适用性,1
孩子能用吗？,我们是大人用的，给孩子买的贝亲的,适用性,0
这款沐浴露有香味吗，香味怎么样，好闻不,好开始用，香味比较浓，因人而异,味道,0
会过敏吗？,不会,不良反应,1
使用有颗粒感吗,没有,质地,1
这款去头屑效果好吗？总熬夜,感觉还可以,效果,0
大家买的有密封包装吗？瓶口有密封的锡纸贴吗？,我的有,包装,1
这什么洗发水，洗了头皮又痒头皮屑有多,我一直用，还可以,不良反应,0
味道香不香,还好，香味持久性不强,味道,0
你们真的觉得洗完不干吗，我感觉洗完很干诶，不用霜根本遭不住诶,要看季节和皮肤状态，夏天的时候，油皮用了清洁力度不够，冬天用刚好，但是干燥的季节，洗了就起皮,不良反应,-1
初中生男孩能用？,小学生不可以，12岁以下不可以,适用性,0
可以收缩毛孔吗,不可以反正我没有感觉到。,功能,-1
去屑效果好吗,挺好的,效果,1
对干皮友好吗？,都可以,适用性,1
720ml的怎么比1000ml还贵？？？,不知道呢，也去卖家不一样吧,价格,0
质量怎么样，好用吗,还可以,质量,0
这个去黑头的效果怎么样？会不会增大毛孔？,没有去黑头的功效，但是洗脸很干净，洗出来也不紧绷，非常温和,效果,-1
明明是很香的桃子味，反正是好闻，整个屋子都是水蜜桃香。香甜香甜的,清香，淡淡的,味道,1
会不会辣眼睛的,任何产品都最好是不要触碰到眼睛,不良反应,0
孕妇可以用吗,可以的很好用,适用性,1
买过的朋友们，去油效果好吗。,挺好用的,效果,1
请问是正品吗？,这个含有香精，香味重，孩子大了用用还可以。,认证产品,0
能止痒吗,可以,功能,1
男的可以用吗??,男女都能用,适用性,1
这个能洗干净吗？洗完会不会还是滑滑的？会想肥皂一样好洗吗？,是有的滑。,易冲洗,-1
会不会掉发啊,不得,不良反应,1
为什么开始不长痘，用了这洗面奶两星期后，反而长痘痘了。????,没有，我觉得很好,不良反应,1
为啥我油痘肌不能用,我朋友敏感肌可以用,适用性,1
你好！14岁男童可以用吗？,可以用，但是用完之后脸上非常的疼,适用性,-1
女士可以用吗,适合我的肤质，我是敏感肌，用下来很舒服，不紧绷。,适用性,0
洗了有没脱发的症状,没有,不良反应,1
大家收到的有塑封或密封口吗？,没有的。,包装,-1
大家买的有封口吗，,没有,包装,-1
备孕可以用吗？？？我看里面有麝香成分？,可以,适用性,1
香味持久吗,挺好，味道淡淡的,效果,1
这个可以把稀疏的头发变浓密吗,应该不会吧我感觉没有~但是很滋润,功能,-1
有人用了背上长痘痘吗？,没有,不良反应,1
适合我们这些中老年用吗？,本人36岁，感觉用着还行，就是包装没有封口,适用性,0
你们洗面奶有小颗粒嘛,有一点点,质地,-1
这个沐浴露能驱蚊吗？,沐浴露，不能驱蚊。花露水可以的。,功能,-1
女士可以用吗？第一次购买,可以,适用性,1
是真的么？,是的，我一直在用,认证产品,1
我头发很油，发量多，头皮屑多。这个适合我嘛,越洗越油，第二天就会特别油,适用性,-1
请问这款洗发水去头皮屑么,我没头皮屑，为了控油，控油挺好,功能,0
宝宝可以用吗？,小宝宝最好用宝宝专用的，这款适合大人吧！,适用性,0
能消背部的痘痘吗？我的比较多,这个得长期来吧,功能,0
这个真的能去屑控油吗求真实回答,我用的一般，和超市随便选一个的差不多,功能,0
宝子们我是细软蹋发质，还天天出油，推荐这款吗,用这款,适用性,1
用这个洗发水掉不掉头发？,不掉頭髮，洗了頭髮還很滑。。。歐萊雅那款茶樹菇的洗了才掉頭髮,不良反应,1
你们真的觉得洗完不干吗，我感觉洗完很干诶，不用霜根本遭不住诶,是有点干我以为只有我,不良反应,-1
香不香味道？,香，大盘鸡红烧肉的味道,味道,1
这个洗面奶可不可以去角质,比较温和，不能去角质,功能,-1
这个洗发水能防脱发吗,没有太大效果，用了两年了,功能,-1
这个真的能去屑控油吗求真实回答,洗完之后挺清爽，但是控油效果一般。,功能,0
8岁小朋友能用吗？,可以吧，反正我用着没刺激性,适用性,0
产后脱发可以用吗,能有些效果，我老婆也一直在用。,适用性,1
额头很多闭口，这款到底适不适用,这款挺好的，只不过你的额头不行！,适用性,0
男士可以用吗,男士短发的话太干了用不着。,适用性,0
泡沫多吗？还是没有泡沫的？,多。正常洗发水,质地,1
容不容易冲水？是不一冲就干净？,是的,易冲洗,1
听好多人说用了长闭口，是真的吗？,我没有,不良反应,1
这款洗发水味道好不好闻,好闻,味道,1
这个瓶有锡纸膜吗？是半瓶吗？有谁知道,有啊,包装,1
头发干可以用吗,可以呀海飞丝这么多年品牌还可以,适用性,1
一瓶能用长时间,我家用了一年,使用寿命,0
洗完干不干？,还行，不咋干,不良反应,0
请问这款洗面奶干皮适合用吗？,还可以能用,适用性,0
香味次鼻吗,不刺鼻香味很舒服,味道,1
洗完掉发吗,不会,不良反应,1
能卸干净安耐晒吗,刚好我也用安耐，非常可以,清洁力,1
这个适合脸颊有痘痘的嘛？,适合,适用性,1
这沐浴露控油情况怎么样,还行,效果,0
干性皮肤用了这个会不会起皮？,一点问题都没有！而且没有假滑现象！,不良反应,1
这款有柔顺的效果吗,有的,效果,1
这款男士可以用吗？,可以的！我家一直都是俩人一起用的,适用性,1
香味持久吗？泡沫多不多啊？,香味挺浓，不过很好闻,味道,1
宝宝们，适合混合皮吗？t区毛孔大。谢谢,可以，我就是，感觉不怎么刺激皮肤的,适用性,1
真的能祛除后背和手臂上的痘痘吗,不能,功能,-1
这个洗发水可以当沐浴露用吗？是洗护二合一吗,是两用的,功能,1
买过的小仙女说一下是正品吗,百分百正品，颗粒是温度原因,认证产品,1
去屑效果如何,有效果,效果,1
孕妇可以用吗,应该没问题吧,适用性,1
质量好吗？,挺好的夏天用比较合适味道很好闻,质量,1
为什么后面没有qs认证？,QS是食品制造安全认证标准哦，化工产品是GB标准哦,认证产品,0
有用完起头皮削的么？,不起,不良反应,1
你好，这款洗面奶用了会长很多闭口吗,不知道会不会，反正我用了几瓶闭口一点也没改善,不良反应,0
这款会不会洗完很干,不会,不良反应,1
效果好吗,没见到什么效果,效果,-1
桃叶的含香精，新生儿可以用吗？,最好用无香的吧,适用性,0
这款洗面奶有没有一股味道，挺大的，不好闻？,没啥味道啊，挺温和的不刺激,味道,1
除螨祛痘吗？,想多了，用硫磺皂吧你,功能,-1
用着干不干,不干，很好用，味道也好,不良反应,1
一个人每天用可以用多久大概,3个月,使用寿命,0
好用吗？,好用，我用好几年了,效果,1
这洗面奶泡沫多吗？,挺多的呢,质地,1
你们买的都要运费吗,没有啊我买的一直都是包邮的,物流,1
这个可以用来洗脸吗，当洗面奶,阿哈哈哈哈哈，我用过,功能,0
请问有没有人用了长皮屑的，我用了头皮上长大块大块的皮屑,没有,不良反应,0
紫吕洗完头发会干吗,还好,不良反应,0
这个洗发水用完干吗,我是油头，不觉得干,不良反应,1
留香效果怎么样,不长,效果,-1
好用吗,好用,效果,1
用了掉头发吗,宝宝，不会掉头发,不良反应,1
好用吗这个,好用，用大半年了,效果,1
大家用这个感觉里面有颗粒吗，为什么我在屈臣氏买的刚开始没有颗粒，越用里面颗粒越多,没有,质地,1
易冲洗吗？,还行味道有点浓郁,易冲洗,0
留香吗？,留香但是香味不会很浓,效果,1
